<<<<<<< HEAD
offensive,class,tokenized,clean_tweet
Yes,1,"['juss', 'way', 'stand', 'scream', 'bitch', 'lmao']",juss way stands screams bitch lmao
No,2,"['neg', 'slope', 'aka', 'chart', 'grade', 'math']",negative slopes aka chart grades math
No,2,"['dat', 'charli']",dat charlie
Yes,1,"['mean', 'distract', 'bitch']",mean distracted bitch
No,2,"['love', 'jigg', 'jigg']",love jigg jigg
No,2,"['bird', 'ground', 'still', 'aliv', 'cant', 'believ']",bird ground still alive cant believe
Yes,1,"['hought', 'jay', 'z', 'would', 'hit', 'yeah', 'known', 'sockin', 'bitch']",hought jay z would hit yeah known sockin bitch
Yes,1,"['fuck', 'trash', 'rt', 'drake', 'jewish', 'rt', 'young', 'money', 'rd', 'reich', 'httpstcodonsgdptvr']",fucking trash rt drake jewish rt young money rd reich httpstcodonsgdptvr
No,2,"['even', 'natur', 'look', 'awesom', 'color', 'httptcobftjgost']",even nature looks awesome colored httptcobftjgost
No,2,"['surpris', 'surpris', 'tsa', 'trash', 'brandon', 'darbi', 'border', 'patrol', 'sourc', 'httptcoetdkzfrrzk']",surprise surprise tsa trashes brandon darbys border patrol sources httptcoetdkzfrrzk
Yes,1,"['bitch', 'im', 'gretchen', 'weiner', 'want']",bitch im gretchen weiners want
No,2,"['ghetto', 'httptcokgusepiqz']",ghetto httptcokgusepiqz
Yes,1,"['cruis', 'street', 'jockin', 'bitch', 'slappin', 'hoe']", cruising street jockin bitches slappin hoes
No,2,"['kinda', 'screw', 'guinea', 'pig', 'experi', 'tast', 'instead', 'got', 'interest', 'result']",kinda screwed guinea pigs experimenting taste instead got interesting results
No,2,"['ose', 'color', 'glass', 'guy']",ose colored glasses guys
Yes,1,"['im', 'rick', 'jame', 'bitch', 'show', 'ya', 'titti']",im rick james bitch show ya titties
No,2,"['ive', 'also', 'seen', 'lot', 'democrat', 'charli', 'baker', 'ad', 'make', 'want', 'scr']", ive also seen lot democrats charlie baker ad makes want scr
No,2,"['charli', 'look', 'like', 'he', 'one', 'made']",charlie looking like hes one made
No,2,"['yanke', 'fan', 'look', 'back', 'gari', 'sheffield', 'time', 'team']",yankees fans look back gary sheffields time team
No,2,"['earli', 'worm', 'get', 'bird', 'httptcodfemfq']",early worm gets bird httptcodfemfq
No,2,"['mint', 'oreo', 'gtgtgt']",mint oreos gtgtgt
No,2,"['come', 'charli', 'govern', 'tri', 'protect', 'desert', 'tortois', 'atleast', 'that', 'barack', 'obama', 'say']",come charlie government trying protect desert tortoise atleast thats barack obama says
No,2,"['green', 'grass', 'tree', 'trash', 'httptcosocgfq']",green grass tree trash httptcosocgfq
Yes,1,"['bitch', 'somewher', 'cough', 'like', 'mug', 'httptcopowshkwiz']", bitches somewhere coughing like mug httptcopowshkwiz
No,2,"['everybodi', 'mock', 'obama', 'he', 'embarrass', 'usa']",everybody mocks obama hes embarrassment usa
No,2,"['year', 'old', 'girl', 'struck', 'babe', 'ruth', 'lou', 'gehrig', 'back', 'back', 'ban', 'basebal']", year old girl struck babe ruth lou gehrig back back banned baseball
Yes,1,"['fresh', 'polo', 'bitch']",fresh polo bitches
Yes,1,"['pussi', 'look', 'like', 'die', 'six', 'month', 'ago']", pussy looks like died six months ago
Yes,1,"['got', 'ta', 'shape', 'pussi', 'lip', 'tho', 'whole', 'wheat', 'organ', 'pussi', 'httptcokqrazg']",gotta shape pussy lips tho whole wheat organic pussy httptcokqrazg
No,2,"['hope', 'fuzzi', 'head', 'doesnt', 'tickl', 'much']",hope fuzzy head doesnt tickle much
Yes,1,"['nobodi', 'believ', 'say', 'im', 'virgin', 'dewd', 'wtf', 'aint', 'hoe']", nobody believe say im virgin dewd wtf aint hoe
Yes,1,"['goe', 'babe', 'bitch', 'love', 'hate', 'need', 'fuck', 'your', 'everyth']", goes babe bitch love hate need fuck youre everything
No,2,"['lol', 'tweet', 'zebra']",lol tweet zebra
Yes,1,"['order', 'chine', 'food', 'bitch', 'bring', 'cat']",ordered chinese food bitches bring cat
No,2,"['bat', 'cool', 'hell', 'theyr', 'basic', 'half', 'tini', 'fox', 'half', 'leather', 'bird']",bats cool hell theyre basically half tiny fox half leather bird
No,2,"['hought', 'ghetto', 'word', 'babe']",hought ghetto word babe
Yes,1,"['fuck', 'hoe', 'respect', 'woman', 'love', 'ladi']", fuck hoe respect woman love lady
No,2,"['empl', 'beat', 'rutger', 'today', 'happi', 'clam']",emple beats rutgers today happy clam
Yes,1,"['want', 'bad', 'hoe', 'wan', 'na', 'reach', 'child']",want bad hoes wanna reach children
Yes,1,"['relationship', 'come', 'w', 'hatin', 'as', 'hoe', 'drama', 'jealousi', 'argument', 'real', 'coupl', 'laugh', 'shit']", relationships come w hatin ass hoes drama jealousy arguments real couples laugh shit
Yes,1,"['snip', 'snip', 'hoe']", snip snip hoe
No,2,"['oday', 'start', 'break', 'new', 'pair', 'doc', 'merci', 'sole']",oday start breaking new pair docs mercy soles
Yes,1,"['dont', 'like', 'bat', 'man', 'though', 'fuck', 'bitch', 'twice']",dont like bat man though fucked bitch twice
No,2,"['mom', 'want', 'buy', 'zebra', 'like', 'real']",mom wants buy zebra like reals
Yes,1,"['ahh', 'see', 'im', 'still', 'rook', 'knowledg', 'hoe', 'im', 'progress']",ahh see im still rook knowledge hoe im progressing
Yes,1,"['saw', 'mani', 'basic', 'bitch', 'pick', 'school', 'schedul', 'kinda', 'want', 'throw', 'tbh']",saw many basic bitches picking school schedule kinda wanted throw tbh
Yes,1,"['get', 'twitter', 'fag']",get twitter fag
Yes,1,"['ealist', 'bitch', 'ever', 'step', 'foot', 'soccer', 'field', 'httptcocsfigyqut', 'everi', 'team', 'bitch', 'like']",ealist bitch ever step foot soccer field httptcocsfigyqut every team bitch like
Yes,1,"['anoth', 'woman', 'aint', 'gon', 'keep', 'come', 'girl', 'hoe', 'aint', 'got', 'noth', 'ya']",another woman aint gon keep coming girl hoes aint got nothing ya
No,2,"['star', 'war', 'meet', 'charli', 'brown', 'httptcomunrzsyr']", star wars meets charlie brown httptcomunrzsyr
Yes,1,"['simpli', 'cani', 'deal', 'confront', 'back', 'away', 'cunt', 'get', 'aw', 'nasti', 'toward', 'chang', 'lot', 'past', 'year', 'tbh']",simply cani deal confrontation back away cunts get aw nasty towards changed lot past years tbh
Yes,1,"['alway', 'bit', 'ironi', 'air', 'chick', 'call', 'stripper', 'hoe', 'grind', 'yo', 'dick', 'free', 'song', 'stri']", always bit irony air chicks call strippers hoes grind yo dick free song stri
Yes,1,"['ur', 'typic', 'twitter', 'hoe', 'httptcoyjelunwvp']", ur typical twitter hoe httptcoyjelunwvp
No,2,"['eeth', 'make', 'break', 'person', 'could', 'yellow', 'teeth', 'immedi', 'drop']",eeth make break person could yellow teeth immediately drop
Yes,1,"['bitch', 'librari', 'start', 'act', 'httptcoxqgftkbo']",bitches library start acting httptcoxqgftkbo
No,2,"['charli', 'sheen']",charlie sheen
No,2,"['feel', 'awkward', 'play', 'mean', 'know', 'im', 'root', 'awkward']",feels awkward playing mean know im rooting awkward
No,2,"['manag', 'new', 'brand', 'pre', 'order', 'w', 'gt', 'red', 'lust', 'amp', 'cherri', 'white', 'beani', 'httptcolxjmbctgjj']",manager new brand pre order w gt red lust amp cherry white beanies httptcolxjmbctgjj
Yes,1,"['wana', 'eat', 'food', 'drink', 'liq', 'go', 'parti', 'bad', 'bitch', 'waitin', 'nigga', 'return']",wana eat food drink liq go party bad bitch waitin nigga return
Yes,1,"['someth', 'dont', 'bitch', 'alway', 'rememb']",something dont bitch always remember
Yes,1,"['where', 'nigguh']",wheres nigguh
No,2,"['weeti', 'bird', 'tho', 'httpstcojbnonmnp']",weety bird tho httpstcojbnonmnp
No,2,"['pick', 'sc', 'take', 'u', 'nip', 'cr']",pick sc take us nip cr
No,2,"['happi', 'birthday', 'take', 'spin', 'yellow', 'coup', 'httptcoxgygigon']", happy birthday take spin yellow coupe httptcoxgygigon
No,2,"['sweet', 'treat', 'lunch', 'today', 'raspberri', 'gelato', 'ginjuic', 'sorbet', 'amp', 'browni', 'gelato', 'thursday', 'cant', 'wait']", sweet treat lunch today raspberry gelato ginjuice sorbet amp brownie gelato thursday cant wait
Yes,1,"['quot', 'funni', 'caption', 'httptcoxatcxiao', 'nigga', 'got', 'ta', 'hit', 'side', 'bitch', 'th']", quote funny caption httptcoxatcxiao niggas gotta hit side bitch th
Yes,1,"['n', 'hoe', 'sooooo', 'ugli', 'like', 'bitch', 'ugli', 'dog', 'like', 'dumb', 'stupid', 'as', 'ugli', 'like']",n hoe sooooo ugly like bitch ugly dog like dumb stupid ass ugly like
Yes,1,"['pussi', 'nah', 'work', 'best', 'place', 'weather']", pussy nah work best place weather
No,2,"['phone', 'goe', 'class', 'teacher', 'say', 'turn', 'trash', 'song', 'mixtap', 'http']", phone goes class teacher says turn trash song mixtape https
Yes,1,"['im', 'get', 'bitch', 'cell', 'mate']",im get bitch cell mate
No,2,"['get', 'money', 'stop', 'play', 'old', 'trash']",get money stop playing old trash
Yes,1,"['weve', 'tri', 'time', 'go', 'sit', 'silenc', 'cri', 'like', 'bitch', 'sweat']",weve tried time go sits silence cry like bitch sweat
No,2,"['mother', 'look', 'like', 'toughasnail', 'birdi', 'see', 'got', 'nice', 'food']",mother looks like toughasnails birdi see got nice food
No,2,"['basebal', 'season', 'win', 'love', 'start']",baseball season win love started
Yes,1,"['know', 'your', 'fuck', 'bitch', 'right', 'lol']", know youre fucking bitch right lol
Yes,1,"['rememb', 'phone', 'sex', 'white', 'bitch', 'said', 'pussi', 'tast', 'like', 'salt', 'vinegar', 'chip', 'aint', 'tal']", remember phone sex white bitch said pussy tasted like salt vinegar chips aint tal
No,2,"['ime', 'kill', 'bird', 'stone', 'work', 'renew', 'food', 'handler', 'card', 'onlin', 'push', 'play', 'dumb', 'class']",ime kill birds stone work renew food handlers card online push play dumb class
No,2,"['good', 'day', 'honki', 'said', 'good', 'day', 'honki']",good day honkies said good day honkies
No,2,"['fear', 'wrath', 'god', 'countri', 'mani', 'mock', 'christian', 'embrac', 'pervers', 'abort', 'bow', 'pcmulticultur']",fearful wrath god country many mock christianity embrace perversion abortion bows pcmulticulturalism
Yes,1,"['duh', 'bitch']", duh bitch
Yes,1,"['asha', 'bitch', 'doe']",asha bitch doe
Yes,1,"['bitch', 'aint', 'loyal']", bitch aint loyal
Yes,1,"['sinc', 'girl', 'like', 'argu', 'sent', 'bitch', 'law', 'school']",since girl like argue sent bitch law school
No,2,"['sen', 'harri', 'reid', 'list', 'thing', 'republican', 'block', 'senat', 'httptcobjowvabwhi', 'via', 'ho']", sen harry reid lists things republicans blocked senate httptcobjowvabwhi via ho
Yes,1,"['im', 'organ', 'ceas', 'fire', 'bald', 'head', 'bitch', 'weav']",im organizing cease fire bald headed bitches weave
Yes,1,"['cant', 'keep', 'stoop', 'hoe', 'know', 'better']", cant keep stooping hoes know better
No,2,"['hahamonkey', 'feeti', 'like', 'itbut', 'realfeet', 'magic', 'backit', 'smooth', 'everi', 'nook', 'cranni', 'tight']",hahamonkey feeti like itbut realfeet magical backit smoothes every nook cranny tightness
No,2,"['cant', 'stand', 'around', 'ghetto', 'girl']", cant stand around ghetto girls
No,2,"['cool', 'fun', 'thing', 'ponder', 'myriad', 'space', 'trash', 'travel', 'thousand', 'mile', 'per', 'hour', 'right', 'httptcolzmxiyvqi']",cool fun thing ponder myriad space trash traveling thousands miles per hour right httptcolzmxiyvqy
No,2,"['dress', 'shirt', 'saggi', 'jean', 'backward', 'yanke', 'hat', 'that', 'lift', 'swag']",dress shirt saggy jeans backwards yankee hat thats lifting swag
No,2,"['still', 'cant', 'understand', 'dont', 'dump', 'trash', 'ocean', 'pretti', 'big', 'itd', 'sure', 'cheaper', 'launch', 'space']",still cant understand dont dump trash ocean pretty big itd surely cheaper launching space
Yes,1,"['bruh', 'realli', 'rock', 'toaster', 'face', 'lmaoooo', 'prolli', 'got', 'bitch', 'man']",bruh really rocking toaster face lmaoooo prolly got bitches man
Yes,1,"['im', 'hungri', 'wont', 'give', 'bitch', 'time', 'day', 'im', 'tri', 'take', 'care', 'busi']",im hungry wont give bitch time day im trying take care business
No,2,"['skip', 'run', 'eat', 'chip', 'browni']",skipped running eating chips brownies
Yes,1,"['girl', 'got', 'job', 'colleg', 'set', 'better', 'futur', 'get', 'mad', 'nigga', 'leav', 'caus', 'got', 'pussi']",girls got job college set better future get mad nigga leave cause got pussy
Yes,1,"['clingi', 'girlfriend', 'best', 'httptcodtnuaua', 'stop', 'lie', 'hoe', 'bro', 'shit', 'annoy']",clingy girlfriends best httptcodtnuaua stop lying hoes bro shit annoying
No,2,"['lem', 'me', 'throw', 'how', 'tranni']",lemme throw hows tranny
No,2,"['happi', 'birthday', 'bob', 'newhart', 'comed', 'legend', 'turn', 'today', 'httptcoyosxvdajb', 'httptcogew']", happy birthday bob newhart comedic legend turns today httptcoyosxvdajb httptcogew
Yes,1,"['emo', 'ok', 'emosquadk', 'get', 'level', 'bitch']",emo ok emosquadk get level bitch
Yes,1,"['kim', 'k', 'lil', 'sister', 'hoe']", kim k lil sisters hoes
No,2,"['china', 'bird', 'flu', 'outbreak', 'good', 'sign', 'bad', 'sign', 'bad', 'sign', 'httptcovngsmw']", chinas bird flu outbreak good signs bad signs bad signs httptcovngsmw
No,2,"['make', 'paper', 'ball', 'trash', 'httptcoxnxxegacm']", make paper ball trash httptcoxnxxegacm
Yes,1,"['alway', 'find', 'someth', 'bitch']",always find something bitch
Yes,1,"['marri', 'hoe', 'realiz', 'year', 'later', 'httptcobidlpeoap']", marry hoe realize years later httptcobidlpeoap
No,2,"['lmao', 'redskin', 'turnin']",lmao redskins turnin
No,2,"['best', 'asian', 'massag', 'park', 'slope', 'top', 'rate', 'spa', 'httptcodyyvrejam']",best asian massage park slope top rated spa httptcodyyvrejam
No,2,"['bird', 'dong', 'mate', 'help', 'im', 'adult', 'doesnt', 'know', 'anim', 'sex', 'work']",birds dongs mate help im adult doesnt know animal sex works
Yes,1,"['yea', 'ima', 'spin', 'yo', 'hoe']",yea ima spin yo hoe
Yes,1,"['burnt', 'pussi', 'lip', 'httpstconvlzkshgaa']", burnt pussy lips httpstconvlzkshgaa
No,2,"['dad', 'bought', 'browni', 'shake']",dad bought brownie shake
No,2,"['gon', 'na', 'long', 'season', 'yanke', 'simul', 'right', 'httptcozckndbt']",gonna long season yankees simulation right httptcozckndbt
Yes,1,"['know', 'rt', 'bitch', 'never', 'gon', 'na', 'b', 'happi', 'follow', 'social', 'site']", know rt bitches never gonna b happy following social sites
No,2,"['dude', 'talmbout', 'dont', 'know', 'everyon', 'hate', 'nickelback', 'theyr', 'trash', 'that']",dude talmbout dont know everyone hates nickelback theyre trash thats
No,2,"['she', 'browasken', 'ssideh', 'belihoev']", shes browasken ssidehe belihoeved
No,2,"['bet', 'she', 'new', 'york', 'yanke', 'prog']", bet shes new york yankee prog
Yes,1,"['lmfao', 'nigga', 'go', 'ham', 'trash', 'class']",lmfao niggas going ham trash class
Yes,1,"['swear', 'hoe', 'follow', 'ever', 'sinc', 'went', 'break']",swear hoe following ever since went break
No,2,"['east', 'coast', 'there', 'color', 'hair', 'everywher', 'must', 'sweetest', 'wave', 'ever']", east coast theres colored hair everywhere must sweetest wave ever
No,2,"['hey', 'hillbilli', 'jim', 'greg', 'hammer', 'valentin']",hey hillbilly jim greg hammer valentine
Yes,1,"['go', 'phone', 'find', 'hoe', 'httptcojvckobnb']", go phone find hoe httptcojvckobnb
No,2,"['poor', 'coonsnow', 'stop', 'herenow', 'wind', 'would', 'might', 'nice', 'outwel', 'winter']",poor coonsnow stopped herenow wind would might nice outwell winter
Yes,1,"['suck', 'as', 'bum', 'as', 'yanke', 'foh']",suck ass bum ass yankees foh
Yes,1,"['oh', 'sneaki', 'son', 'bitch']",oh sneaky son bitch
No,2,"['fine', 'chick', 'lap', 'danc', 'alway', 'trash']",fine chicks lap dances always trash
Yes,1,"['cuz', 'know', 'play', 'witchu', 'aint', 'call', 'yo', 'mama', 'bitch', 'say', 'yo', 'brother', 'ugli', 'af']",cuz know playing witchu aint call yo mama bitch say yo brother ugly af
Yes,1,"['bitch', 'fight', 'make', 'shut', 'go', 'back', 'shit']",bitch fight make shut going back shit
Yes,1,"['bitch', 'chang', 'draw', 'httptcokfrlvw']", bitch change draws httptcokfrlvwe
Yes,1,"['wish', 'didnt', 'block', 'long', 'ago', 'call', 'pussi', 'could', 'call', 'pussi', 'get', 'block', 'second', 'time']",wish didnt block long ago calling pussy could call pussy get blocked second time
Yes,1,"['edneck', 'land']",edneck land
No,2,"['stafford', 'trash', 'without', 'megatron']",stafford trash without megatron
No,2,"['someon', 'come', 'take', 'browni', 'away', 'eat', 'whole', 'pan']",someone come take brownies away eat whole pan
Yes,1,"['mf', 'tell', 'gm', 'damn', 'near', 'everi', 'mornin', 'bitch', 'dont', 'even', 'tell', 'gm', 'wide', 'tf', 'awok', 'wtf', 'type', 'shit']", mfs tell gm damn near every mornin bitch dont even tell gm wide tf awoke wtf type shit
No,2,"['someon', 'wrong', 'sole', 'reason', 'wrong', 'bring', 'neg', 'karma', 'amp', 'energi', 'li']", someone wrong sole reason wrong bring negative karma amp energy li
No,2,"['cant', 'color', 'eye', 'like', 'sibl']",cant colored eyes like siblings
No,2,"['ooh', 'girl', 'cute', 'face', 'yellow', 'teef', 'lol']",ooh girl cute face yellow teef lol
No,2,"['deep', 'fri', 'sweet', 'tea', 'graham', 'cracker', 'crust', 'state', 'fair', 'texa', 'via', 'httptcokvzhlmcsl']",deep fried sweet tea graham cracker crust state fair texas via httptcokvzhlmcsls
No,2,"['amp', 'thot', 'wear', 'ugg', 'rt', 'negro', 'pull', 'timb']",amp thots wearing uggs rt negros pulling timbs
No,2,"['best', 'asian', 'massag', 'park', 'slope', 'top', 'rate', 'spa', 'httptcokuzapfcmf']",best asian massage park slope top rated spa httptcokuzapfcmf
Yes,1,"['bitch', 'freak', 'shit']",bitch freak shit
No,2,"['watch', 'colt', 'get', 'blind', 'steeler', 'uniy', 'look', 'like', 'bunch', 'bumblebe']",watching colts getting blinded steelers uniys look like bunch bumblebees
Yes,1,"['etard', 'alert']",etard alert
Yes,1,"['im', 'goin', 'oml', 'im', 'finna', 'drop', 'bitch']",im goin oml im finna drop bitch
No,2,['version'],version
Yes,1,"['good', 'morn', 'sunshin', 'rt', 'dirti', 'bitch']", good morning sunshine rt dirty bitch
Yes,1,"['yall', 'bitch', 'hit', 'mall', 'look', 'new', 'cloth', 'need', 'hit', 'gym', 'escal', 'cut']", yall bitches hit mall looking new clothes need hit gym escalators cutting
No,2,"['found', 'origin', 'yellow', 'bracelet', 'first', 'person', 'thought']", found original yellow bracelets first person thought
Yes,1,"['convo', 'wit', 'ex', 'n', 'remind', 'ex', 'smh', 'idk', 'even', 'answerd', 'bitch']", convo wit ex n reminded ex smh idk even answerd bitch
Yes,1,"['like', 'bitch', 'aint', 'even', 'attract', 'smh']",like bitch aint even attractive smh
No,2,"['charl', 'tillman', 'eye', 'yellow', 'corn']",charles tillmans eyes yellow corn
No,2,"['would', 'life', 'without', 'god', 'serious', 'id', 'probabl', 'live', 'trash', 'haha']",would life without god seriously id probably living trash haha
Yes,1,"['wouldv', 'like', 'backup', 'handl', 'gang', 'retard']",wouldve liked backup handle gang retards
